1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	0	0.0
6	0	0.0
7	0	0.0
8	0	0.0
9	0	0.0
10	0	0.0
11	0	0.0
12	0	0.0
13	0	0.0
14	0	0.0
15	0	0.0
16	2	0.02
17	0	0.0
18	0	0.0
19	0	0.0
20	0	0.0
21	0	0.0
22	3	0.03
23	2	0.02
24	3	0.03
25	2	0.02
26	10	0.1
27	2	0.02
28	14	0.14
29	11	0.11
30	25	0.25
31	54	0.54
32	219	2.19
33	60	0.6
34	134	1.34
35	45	0.45
36	228	2.28
37	107	1.07
38	404	4.04
39	158	1.58
40	555	5.55
41	171	1.71
42	560	5.6
43	222	2.22
44	721	7.21
45	218	2.18
46	711	7.11
47	736	7.36
48	3819	38.19
49	684	6.84
50	23	0.23
51	10	0.1
52	35	0.35
53	14	0.14
54	11	0.11
55	7	0.07
56	11	0.11
57	1	0.01
58	1	0.01
59	1	0.01
60	3	0.03
61	1	0.01
62	0	0.0
63	0	0.0
64	2	0.02
