0	0.0
1	0.0
2	0.0
3	0.0013700000000001467
4	0.00030000000000001136
5	0.000660000000000025
6	0.0007200000000000984
7	0.00019999999999996022
8	0.00257000000000005
9	0.002289999999999992
10	0.0007099999999999795
11	0.0008299999999999841
12	0.0005999999999999517
13	0.002349999999999994
14	0.000980000000000061
15	0.001045148254238626
16	0.0005299577958287216
17	0.00040973977299394446
18	1.0145417414548774e-05
19	0.0019087096384761536
20	0.0023102147208611252
21	0.0010000119927984486
22	0.0009603169045784909
23	1.3268347304773442e-05
24	0.0018211075450566482
25	0.0015409424540133187
26	0.001261470536389595
27	0.00043964378194345956
28	0.00064729012288673
29	0.0012549613009716866
30	0.0005742418084751222
31	0.001787358462383395
32	0.0008006488374994802
33	0.00010442761323183447
34	0.001794072892102534
35	8.69137230723993e-05
36	0.00015739262821888643
37	0.0007423279072467182
38	4.539925924333943e-05
39	0.0007464590586128849
40	0.002344055518603838
41	0.0010838216631201903
42	0.003622879318663905
43	0.0003682876167775362
44	8.028602366849213e-05
45	0.00026386967847685127
46	7.605179295495645e-05
47	4.329788804113832e-05
48	0.0005204482376838371
49	0.003777953976177173
50	0.002373566120770647
51	0.0
52	0.0
53	0.0
54	0.0
55	0.0
56	0.004922917476356972
57	0.0877192982456139
58	0.09265306122448981
59	0.13333333333333341
60	0.3194444444444444
61	0.2678571428571429
62	0.07142857142857138
63	0.0
