0	0.0
1	0.0008874123540486778
2	0.002450571929954322
3	0.000866388472118027
4	0.0008784725590808761
5	0.00046095340656546744
6	0.00015964288367226187
7	8.023852954275712e-05
8	4.991094524591455e-05
9	0.00013998458001184043
10	5.004051909264125e-05
11	0.00017003620703511343
12	7.002660956532347e-05
13	3.0012404669669335e-05
14	3.0009603072983354e-05
15	2.000500125031258e-05
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
31	0.0
32	0.0
33	0.0
34	0.0
35	0.0
36	0.0
37	0.0
38	0.0
39	0.0
40	0.0
41	0.0
42	0.0
43	0.0
44	0.0
45	0.0
46	0.0
47	0.0
48	0.0
49	0.0
50	0.0
51	0.0
52	0.0
53	0.0
54	0.0
55	0.0
56	0.0
57	0.0
58	0.0
59	0.0
60	0.0
61	0.0
62	0.0
63	0.0
64	0.0
