10000	10000	100.0
10000	10000	100.0
10000	0	0.0
10000	8316	83.16
10000	6799	67.99
10000	6143	61.42999999999999
10000	5207	52.07000000000001
10000	5271	52.71
10000	5012	50.12
10000	5125	51.24999999999999
10000	5332	53.32
10000	4673	46.73
10000	5006	50.06
10000	4703	47.03
10000	4865	48.65
10000	5111	51.11
9998	5004	50.0500100020004
9998	4807	48.07961592318464
9998	5005	50.06001200240048
9998	4365	43.658731746349275
9998	4995	49.95999199839968
9998	5001	50.02000400080016
9995	5430	54.32716358179089
9993	4402	44.050835584909436
9990	5808	58.13813813813814
9988	5043	50.49058870644774
9978	5521	55.33172980557226
9976	5285	52.97714514835605
9962	4814	48.32362979321421
9951	5193	52.18570997889659
9926	4977	50.141043723554304
9872	4977	50.41531604538088
9653	4904	50.80285921475189
9593	4900	51.07891170645262
9459	4895	51.74965641188286
9414	5103	54.20650095602294
9186	4639	50.50076202917483
9079	4855	53.47505231853729
8675	4486	51.711815561959654
8517	4617	54.20922860162028
7962	4533	56.93293142426526
7791	4718	60.5570530098832
7231	4674	64.63836260544876
7009	6942	99.04408617491796
6288	6241	99.25254452926208
6070	6046	99.60461285008238
5359	5349	99.81339802201903
4623	4619	99.91347609777202
804	798	99.25373134328358
120	118	98.33333333333333
97	96	98.96907216494846
87	87	100.0
52	52	100.0
38	38	100.0
27	27	100.0
20	20	100.0
9	7	77.77777777777779
8	4	50.0
7	5	71.42857142857143
6	3	50.0
3	2	66.66666666666666
2	0	0.0
2	0	0.0
2	2	100.0
