0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	1e-05
15	1e-05
16	0.0
17	0.0
18	0.0
19	2e-05
20	0.0
21	4e-05
22	5.9999999999999995e-05
23	1.000000000000001e-05
24	1.000000000000001e-05
25	4.000000000000004e-05
26	0.00015000000000000001
27	0.00014999999999999985
28	1.000000000000001e-05
29	0.0001100000000000001
30	0.0002100000000000002
31	5.000000000000338e-05
32	0.0006099999999999994
33	0.00016000000000000015
34	8.000000000000007e-05
35	0.0006599999999999984
36	0.00017000000000000126
37	8.000000000000007e-05
38	0.0005699999999999994
39	0.0007499999999999929
40	4.000000000000004e-05
41	0.001200000000000001
42	0.0003600000000000003
43	0.0014800000000000058
44	0.00022000000000000242
45	0.0009299999999999997
46	0.001040000000000001
47	0.00032999999999994145
48	9.000000000000341e-05
49	2.000000000000002e-05
50	0.00011999999999999996
51	0.00015000000000000012
52	2.000000000000002e-05
53	0.00021999999999999993
54	1.000000000000001e-05
55	2.9999999999999957e-05
56	8e-05
57	3.0000000000000028e-05
58	5.000000000000001e-05
59	6.000000000000002e-05
60	4e-05
61	0.0
62	0.0
63	5.9999999999999995e-05
