100000	100000	100.0
100000	100000	100.0
100000	0	0.0
100000	82754	82.754
100000	68182	68.182
100000	61830	61.83
100000	51730	51.73
100000	53329	53.32900000000001
100000	51158	51.158
100000	51370	51.370000000000005
100000	53221	53.221
100000	45820	45.82
100000	49288	49.288
100000	47560	47.56
100000	48123	48.123
99998	51377	51.37802756055121
99995	49707	49.70948547427371
99994	48614	48.6169170150209
99993	49272	49.2754492814497
99993	43068	43.07101497104797
99989	50127	50.13251457660343
99988	49824	49.829979597551706
99967	54126	54.14386747626717
99958	44542	44.56071550051021
99910	59066	59.11920728655791
99890	51044	51.10021023125439
99799	55088	55.19894988927745
99750	52551	52.6827067669173
99593	48205	48.4019961242256
99515	52140	52.394111440486355
99222	49808	50.19854467759166
98726	50001	50.646233008528654
96172	48924	50.87135548808385
95510	48487	50.766411894042506
94274	48072	50.99178988904682
93749	49274	52.55949396793566
91519	46418	50.71952272205772
90434	48127	53.217816308025746
86224	44951	52.13281684913713
84604	46111	54.50215119852489
79198	44293	55.92691734639763
77432	47070	60.78882115921066
72073	46111	63.978188780819444
70020	69379	99.08454727220794
63149	62702	99.29215031116883
60968	60785	99.69984254034904
54258	54199	99.8912602749825
46618	46575	99.90776095070574
7619	7593	99.65874786717417
1055	1046	99.14691943127963
835	830	99.40119760479041
734	734	100.0
430	430	100.0
348	348	100.0
190	190	100.0
152	152	100.0
93	52	55.91397849462365
78	52	66.66666666666666
49	31	63.26530612244898
40	28	70.0
18	8	44.44444444444444
14	5	35.714285714285715
14	8	57.14285714285714
13	13	100.0
