0	0.0
1	0.0
2	0.0
3	2.0038358924411304e-05
4	3.291646480645172e-05
5	4.240418281402647e-06
6	2.265776738265335e-05
7	4.122783364048699e-05
8	5.5932183428407526e-05
9	0.00019736338918056935
10	9.095547406576018e-05
11	0.00011763664200849567
12	2.683365874305871e-05
13	2.7120056713204887e-05
14	2.6686726346114574e-06
15	6.666158847003278e-05
16	2.3306952140180193e-05
17	6.427234015160321e-05
18	1.547986708215765e-05
19	1.9051692804639142e-05
20	5.6287551806841196e-06
21	1.9766438035903055e-05
22	3.931761240395668e-05
23	6.18707510888044e-05
24	3.1324787699857984e-05
25	7.844769390954118e-06
26	6.157694713041805e-05
27	1.3561847988077499e-05
28	3.144654088050314e-05
29	0.0
30	0.0
31	0.0
32	0.0
33	0.0
34	0.0
35	0.0
36	0.0
37	0.0
38	0.0
39	0.0
40	0.0
41	0.0
42	0.0
43	0.0
44	0.0
45	0.0
46	0.0
47	0.0
48	0.0
49	0.0
50	0.0
51	0.0
52	0.0
53	0.0
54	0.0
55	0.0
56	0.0
57	0.0
58	0.0
59	0.0
60	0.0
61	0.0
62	0.0
63	0.0
64	0.0
